2024年入库科技型中小企业名单（以下数据仅限于科技型中小企业评价工作的相关应用，严禁数据公开或用于其他任何非授权目的）,,,,,
2779,河南锦迪节能科技有限公司,,,,
2780,河南浩宇空间数据科技有限责任公司,,,,
2781,东古电气集团有限公司,,,,
2782,河南省万典信息技术有限公司,,,,
2783,郑州溱洧工程技术有限公司,,,,
2784,河南阿尔法工程材料有限公司,,,,
2785,南阳市华业防爆仪表有限公司,,,,
2786,郑州市春生金属材料有限公司,,,,
2787,河南欣源电力科技有限公司,,,,
2788,郑州佰兴电子技术有限公司,,,,
2789,民权县众恩包装有限公司,,,,
2790,郑州泰隆兴电子科技有限公司,,,,
2791,郑州金谷粮食机械工程设备有限公司,,,,
2792,洛阳博智自动控制技术有限公司,,,,
2793,河南省诚建检验检测技术股份有限公司,,,,
2794,漯河市晟祺包装材料有限公司,,,,
2795,河南鼎呈翔实业发展有限公司,,,,
2796,河南展丰工程技术咨询有限公司,,,,
2797,河南今迈实业发展有限公司,,,,
2798,安阳纬地信息技术有限公司,,,,
2799,洛阳青炜能源科技有限公司,,,,
2800,郑州冠能网络科技有限公司,,,,
2801,河南方正医用电子有限公司,,,,
2802,洛阳兴达科技有限公司,,,,
2803,洛阳金甲防火玻璃有限公司,,,,
2804,河南品正食品科技有限公司,,,,
2805,华夏蔚来环境发展有限公司,,,,
2806,河南碳方新材料科技有限公司,,,,
2807,河南双诚食品有限公司,,,,
2808,河南承润德医疗科技有限公司,,,,
2809,河南恒翔塑业科技有限公司,,,,
2810,河南兰德施坦纳基因科技有限公司,,,,
2811,郑州华电烘炉技术服务有限公司,,,,
2812,信阳易成航空科技有限公司,,,,
2813,郑州势为物联网科技有限公司,,,,
2814,洛阳市奇航化工有限公司,,,,
2815,河南金质绝缘新材料有限公司,,,,
2816,河南净好运新材料有限公司,,,,
2817,鹤壁市鹤兴新型建材有限公司,,,,
2818,顼龙科技（濮阳）有限公司,,,,
2819,意谷（南阳）信息技术有限公司,,,,
2820,郑州路驰机械设备有限公司,,,,
2821,洛阳帅茂源信息科技有限公司,,,,
2822,许昌硕宇精细化工有限公司,,,,
2823,河南交院工程技术集团有限公司,,,,
2824,河南虹众车业有限公司,,,,
2825,郑州坤成实业有限公司,,,,
2826,河南省鑫亿容环保科技有限公司,,,,
2827,中科浩腾建设集团有限公司,,,,
2828,洛阳新能源科技发展集团有限公司,,,,
2829,济源市锐科机械制造有限公司,,,,
2830,洛阳灵睿网络技术有限公司,,,,
2831,河南锋线电子科技有限公司,,,,
2832,河南互联网络信息有限公司,,,,
2833,中能佰闰（河南）科技有限公司,,,,
2834,偃师罗依莱市政工程有限公司,,,,
2835,河南金岱鼎丰建设工程有限公司,,,,
2836,河南嘉品源食品有限公司,,,,
2837,河南百年匠心文化科技有限公司,,,,
2838,洛阳芯慧捷智能科技有限公司,,,,
2839,河南城翰工业大数据有限公司,,,,
2840,河南晨飞互联网科技有限公司,,,,
2841,漯河市红黄蓝电子科技有限公司,,,,
2842,河南铭嘉软件技术有限公司,,,,
2843,河南三叶环保科技有限公司,,,,
2844,郑州科能达科技有限公司,,,,
2845,河南羲和网络科技股份有限公司,,,,
2846,河南北云软件有限公司,,,,
2847,鹤壁博瑞凌汽车零部件有限公司,,,,
2848,郑州华菱超硬材料有限公司,,,,
2849,合润科技有限公司,,,,
2850,郑州匠人科技有限公司,,,,
2851,河南民生特种装备有限公司,,,,
2852,梦之源科技集团有限公司,,,,
2853,河南康喜科技有限公司,,,,
2854,河南省艾德克环保净化设备有限公司,,,,
2855,安阳市家嘉网络科技有限公司,,,,
2856,邓州市恒祥电子科技有限公司,,,,
2857,中科日兴（河南）数字技术有限公司,,,,
2858,河南中集华源科技有限公司,,,,
2859,河南黄鸟信息科技有限公司,,,,
2860,登封市春兴包装材料有限公司,,,,
2861,南阳迈尔舒医疗科技有限公司,,,,
2862,郑州博尔德磨料磨具有限公司,,,,
2863,郑州有教科技有限公司,,,,
2864,河南中瑞制冷科技有限公司,,,,
2865,南阳市海创科技有限公司,,,,
2866,河南省中威春雨植物营养有限公司,,,,
2867,平顶山天泰商砼有限公司,,,,
2868,郑州枫亭信息科技有限公司,,,,
2869,河南小葫芦生物科技有限公司,,,,
2870,安阳鲁创科技有限公司,,,,
2871,新乡市中新塑料制品有限公司,,,,
2872,西峡县泰祥实业有限公司,,,,
2873,河南中石汇新材料科技有限公司,,,,
2874,郑州名友软件科技有限公司,,,,
2875,河南鼎元食品科技有限公司,,,,
2876,河南速创环保科技有限公司,,,,
2877,许昌晟隆实业有限公司,,,,
2878,新乡市长空机电设备有限公司,,,,
2879,郑州德力自动化物流设备制造有限公司,,,,
2880,新乡市豫北靖道汽车零部件有限公司,,,,
2881,洛阳更米信息科技有限公司,,,,
2882,河南中标检测服务有限公司,,,,
2883,河南汉兴智能科技有限公司,,,,
2884,河南赛琪实业有限公司,,,,
2885,河南印美新材料科技有限公司,,,,
2886,许昌天彩机械制造有限公司,,,,
2887,河南省同乐食品有限公司,,,,
2888,河南川萍环保科技有限公司,,,,
2889,美丽中环境科技（河南）有限公司,,,,
2890,河南嘉世乐粮食机械技术有限公司,,,,
2891,许昌茗扬电子有限公司,,,,
2892,河南龙熙臣实业发展有限公司,,,,
2893,河南新嘉华包装有限公司,,,,
2894,河南九月天食品有限公司,,,,
2895,河南海泰天成电子有限公司,,,,
2896,洛阳和远控制系统有限公司,,,,
2897,洛阳宏昌水泥有限公司,,,,
2898,河南晟宇信息技术有限公司,,,,
2899,河南宏瑞汽车科技有限公司,,,,
2900,河南沃源电子科技有限公司,,,,
2901,郑州简信软件科技有限公司,,,,
2902,洛阳和硕轴承科技有限公司,,,,
2903,郸城县煜达纺织有限公司,,,,
2904,平顶山奥思达科技有限公司,,,,
2905,洛阳瑞涞新材料科技有限公司,,,,
2906,洛阳诚冠自动控制技术有限公司,,,,
2907,创举（洛阳）信息技术有限公司,,,,
2908,河南石空速配信息科技有限公司,,,,
2909,河南开炜建设工程质量检测有限公司,,,,
2910,郑州汉江电子技术有限公司,,,,
2911,新乡市瑞兴包装材料有限公司,,,,
2912,洛阳豫安金属结构有限公司,,,,
2913,河南双建科技发展股份有限公司,,,,
2914,河南慧谷医药供应链管理有限公司,,,,
2915,洛阳赛罗帕陶瓷科技有限公司,,,,
2916,河南宸思数据科技有限公司,,,,
2917,河南其鹏茶业有限公司,,,,
2918,中科世生（河南）生物科技有限公司,,,,
2919,郑州千河数字信息技术有限公司,,,,
2920,河南长润自动化系统有限公司,,,,
2921,长葛旺能环保能源有限公司,,,,
2922,信阳傲航科技实业有限公司,,,,
2923,河南今朝电力科技有限公司,,,,
2924,信阳初鑫电子有限公司,,,,
2925,郑州市玖龙泵业有限公司,,,,
2926,南阳智翔创新科技有限公司,,,,
2927,河南利伟生物药业股份有限公司,,,,
2928,洛阳天罡商贸有限公司,,,,
2929,鹤壁市联明电器有限公司,,,,
2930,盛道机电装备（河南）有限公司,,,,
2931,许昌霍尔集成设备制造有限公司,,,,
2932,河南库睿机器人科技有限公司,,,,
2933,河南耀诺实业有限公司,,,,
2934,安阳升腾网络技术有限公司,,,,
2935,河南省煤炭化工研究所有限责任公司,,,,
2936,洛阳远洋生物制药有限公司,,,,
2937,南阳硕人电子科技有限公司,,,,
2938,新乡市维克科教仪器有限公司,,,,
2939,河南豫永建筑科技有限公司,,,,
2940,南阳市三联微粉科技有限公司,,,,
2941,河南智绘星图信息技术有限公司,,,,
2942,河南神翼无人机科技有限公司,,,,
2943,南阳星梦科教有限公司,,,,
2944,三门峡丰瑞生物科技有限公司,,,,
2945,河南威泰克机械制造有限公司,,,,
2946,河南昊威环保工程有限公司,,,,
2947,洛阳市西工信息科技城孵化器创业服务有限公司,,,,
2948,河南牡丹焊材科技有限公司,,,,
2949,西平县朗玛数控设备有限公司,,,,
2950,洛阳市恒凯信息科技有限公司,,,,
2951,河南子致软件科技有限公司,,,,
2952,河南黑鹰航空科技有限公司,,,,
2953,河南力王机械设备有限公司,,,,
2954,河南省紫风养护发展有限公司,,,,
2955,南阳德鑫农产品实业有限公司,,,,
2956,舞钢市长盈纸业有限公司,,,,
2957,河南省宏沣通新能源汽车销售有限公司,,,,
2958,河南同济减速机有限公司,,,,
2959,河南真成信息科技有限公司,,,,
2960,洛阳愿景科技有限公司,,,,
2961,郑州威科姆华大北斗导航科技有限公司,,,,
2962,河南华唐新材料股份有限公司,,,,
2963,漯河市市政工程有限公司,,,,
2964,善能智联（河南）电力科技有限公司,,,,
2965,河南宝丽盈包装有限公司,,,,
2966,河南晨飞安全技术有限公司,,,,
2967,郑州爱之行科技有限公司,,,,
2968,河南威令龙实业有限公司,,,,
2969,郑州卓联星电网络科技有限公司,,,,
2970,郑州诚翔电气技术有限公司,,,,
2971,河南丰田种业有限公司,,,,
2972,河南万粮种业有限公司,,,,
2973,鹤壁丰盛物流有限公司,,,,
2974,河南融创新合科技有限公司,,,,
2975,浚县中州水务有限公司,,,,
2976,郑州中岳机电设备有限公司,,,,
2977,新乡市振航机电有限公司,,,,
2978,郸城县丹艾艾草生物科技有限公司,,,,
2979,河南欣硕智能科技有限公司,,,,
2980,长葛市昱创电工材料有限公司,,,,
2981,河南中水润丰智能科技有限公司,,,,
2982,郑州康宁特环境工程科技有限公司,,,,
2983,洛阳元煜自控工程有限公司,,,,
2984,郑州创梦计算机科技有限公司,,,,
2985,洛阳盛商电子商务有限公司,,,,
2986,卢氏县莘花蜂产业发展有限公司,,,,
2987,河南萌小欧新能源科技发展有限责任公司,,,,
2988,河南钧泰供应链管理有限公司,,,,
2989,河南博锐流体设备有限公司,,,,
2990,河南智慧云大数据有限公司,,,,
2991,新野县大豫王朝家具有限公司,,,,
2992,洛阳格林环保工程有限公司,,,,
2993,河南伯淼水处理有限公司,,,,
2994,郑州含章新材料有限公司,,,,
2995,洛阳中星试验技术有限公司,,,,
2996,亿鸿精密科技有限公司,,,,
2997,新乡市新平航空机械有限公司,,,,
2998,驻马店市华中公路设计有限公司,,,,
2999,漯河凡圣由心实业有限公司,,,,
3000,河南众创大数据科技有限公司,,,,
3001,唐河县牧邦农牧有限公司,,,,
3002,洛阳晶联光电材料有限责任公司,,,,
3003,三门峡劢森建材科技有限公司,,,,
3004,南阳煜众精密机械有限公司,,,,
3005,河南省森大信息技术有限公司,,,,
3006,深慧视（河南）智能装备有限公司,,,,
3007,河南省千祥建设工程有限公司,,,,
3008,郑州如阳科技有限公司,,,,
3009,河南贝纳检测技术服务有限公司,,,,
3010,河南航飞光电科技有限公司,,,,
3011,河南建兴软件科技有限公司,,,,
3012,南阳市雅民农牧有限公司,,,,
3013,杞县五丰粮食机械有限公司,,,,
3014,新野顺宇科技有限公司,,,,
3015,河南省金凤化工有限公司,,,,
3016,南阳市圣轩实业有限公司,,,,
3017,许昌兴安安防科技有限公司,,,,
3018,河南瀚瑞新能源科技有限公司,,,,
3019,河南工程咨询监理有限公司,,,,
3020,洛阳北苑新材料技术有限公司,,,,
3021,河南万企共赢创新科技有限公司,,,,
3022,郑州金普嘉基因科技有限公司,,,,
3023,郑州司麦欧传感技术有限公司,,,,
3024,郑州沃众实业有限公司,,,,
3025,河南开达电气有限公司,,,,
3026,郑州奥利弗电子科技有限公司,,,,
3027,河南省皓龙环保科技有限公司,,,,
3028,河南凯翼电线电缆有限公司,,,,
3029,河南长隆科技有限公司,,,,
3030,河南恒晋能源科技有限公司,,,,
3031,河南海阔电子科技有限公司,,,,
3032,河南中原滑动轴承制造有限公司,,,,
3033,河南恒莱达智能科技有限公司,,,,
3034,郑州通达软件有限公司,,,,
3035,河南华园乐高农副产品开发有限公司,,,,
3036,河南泛三云物联网科技有限公司,,,,
3037,河南三森电子科技有限公司,,,,
3038,河南中奥防水科技有限公司,,,,
3039,郑州凯特智能电气有限公司,,,,
3040,河南宝瑞服饰有限公司,,,,
3041,河南省文科融创信息技术有限公司,,,,
3042,河南羿赐智能科技有限公司,,,,
3043,河南中智科联装备科技发展有限公司,,,,
3044,河南迈松医用设备制造有限公司,,,,
3045,河南宸硕新能源科技股份有限公司,,,,
3046,河南凯旺新材料研究院有限公司,,,,
3047,安阳优能德电气有限公司,,,,
3048,德法（河南）新技术有限公司,,,,
3049,洛阳华清天木生物科技有限公司,,,,
3050,濮阳玉润新材料有限公司,,,,
3051,河南垣发专用车辆集团有限公司,,,,
3052,河南省希迈重工有限公司,,,,
3053,河南科铭网络科技有限公司,,,,
3054,河南汇元特殊医学用途配方食品有限公司,,,,
3055,河南豫光冶金机械制造有限公司,,,,
3056,河南豫丰粮服科技有限公司,,,,
3057,信阳普光机电设备有限公司,,,,
3058,鹤壁宝来化工科技有限公司,,,,
3059,河南省博成电子科技有限公司,,,,
3060,河南龙都天仁生物材料有限公司,,,,
3061,河南云起医药信息咨询有限公司,,,,
3062,河南中利精细化工有限公司,,,,
3063,河南金利重工科技有限公司,,,,
3064,河南盖特重工科技有限公司,,,,
3065,滑县龙泰生物科技有限公司,,,,
3066,河南省荆子垛生态农业有限公司,,,,
3067,河南泽阳实业有限公司,,,,
3068,河南山河建设工程质量检测有限公司,,,,
3069,蓝赛数字科技（河南）有限公司,,,,
3070,固始县启程塑业有限公司,,,,
3071,河南玄鸟新能源科技有限公司,,,,
3072,开封贝斯科超硬材料有限公司,,,,
3073,河南索易新材料有限公司,,,,
3074,河南易诚贝网络科技有限公司,,,,
3075,河南云耀仪表科技有限公司,,,,
3076,河南锦康万安健康科技有限公司,,,,
3077,南阳凯德环境科技有限公司,,,,
3078,开封大宋制药有限公司,,,,
3079,河南集能电力科技有限公司,,,,
3080,济源石晶光电频率技术有限公司,,,,
3081,开封市测控技术有限公司,,,,
3082,南阳市大地电气设备有限公司,,,,
3083,洛阳帝博石化装备有限公司,,,,
3084,济源市万鸿机械制造有限公司,,,,
3085,河南本易信息工程有限公司,,,,
